"","BV2_control_1_cell","BV2_TGFB_1_cell","BV2_IL10_1_cell","BV2_LPS_1_cell","BV2_control_2_cell","BV2_TGFB_2_cell","BV2_IL10_2_cell","BV2_LPS_2_cell","BV2_control_3_cell","BV2_TGFB_3_cell","BV2_IL10_3_cell","BV2_LPS_3_cell","BV2_control_4_cell","BV2_TGFB_4_cell","BV2_IL10_4_cell","BV2_LPS_4_cell"
"Eif5b",16.74701309,16.22921371,16.80687714,16.59890938,17.07535362,16.42744446,16.04435158,17.079422,17.19219589,16.56780815,18.13435555,16.66386414,16.40229607,16.81152534,16.4485836,15.8727951
"Arfgap1",16.9401989,19.20191765,17.99391174,19.35640526,17.37738037,18.6906395,16.77198029,17.51945114,17.93704033,19.39947319,19.08462143,18.99887657,16.7244072,17.9226532,17.5529995,18.32016563
"Cab39",16.061203,15.28681087,16.82351685,15.2569828,16.09840202,15.77424622,16.56100464,16.7265377,17.21522903,15.71655178,16.75642586,15.75381756,15.57231522,17.37330627,16.31605148,15.58493328
"Atp5i;Atp5k",18.03606606,19.25425911,18.05610847,18.95529175,17.96087265,18.40972328,18.73790169,18.91491127,18.38856316,18.87207413,19.68589211,17.79449272,18.097332,19.52753067,18.97216606,19.22839546
"Soat1",19.24388504,18.55580902,18.73476219,18.76169395,19.23645401,18.25109482,19.32483101,20.07561493,18.9304142,19.23995209,20.29299927,18.66844177,18.74622536,18.49740028,18.67844963,18.85361481
"Acads",15.87814713,16.49444962,16.58707428,16.57512474,16.40427589,16.55617714,16.15285873,16.79639435,16.73687744,17.2998333,17.56391144,17.57562828,17.08565903,16.73582077,16.21873283,16.37261009
"Cd36",16.74083519,13.5966053,13.67470455,17.55861473,17.55741882,13.58206749,14.85306168,14.10083103,17.25174141,17.09908104,17.78806877,14.13003159,17.21750259,14.03614235,16.88583946,13.81889629
"Gm2837",18.43693161,17.81196404,17.84885597,17.79816818,19.86987686,17.77249527,17.80139351,13.89233303,18.06471062,18.0297718,18.7171936,13.64007378,17.76467705,17.82544327,14.45406628,17.01976395
"Sdhb",17.71142578,18.10635757,18.94452286,18.19542122,18.29234886,18.70775604,17.93600464,17.68298149,18.02561569,18.5666256,18.87071991,15.93166065,18.20791054,18.27498817,18.13485718,17.44604874
"Pepd",15.36440849,16.11607933,17.2125721,15.63379002,16.5459156,15.38228607,17.17406654,16.61439323,15.71185493,15.82169914,15.84436226,15.495574,15.66102695,15.82587814,16.42966843,14.38788223
"Ehd4",17.42193413,17.13450623,17.83355713,16.74635696,17.12857819,16.65438461,17.71169472,17.18427467,17.46395493,17.45851898,18.44499779,16.72454071,16.94535255,17.21769333,17.81515884,15.4724369
"Hnrnpab",19.45915985,19.10344124,20.17864609,19.38948822,19.39778328,19.90691948,19.61611748,19.2769413,19.84570503,19.09210205,20.29299927,19.12083054,19.64637184,20.00689507,19.36226082,19.08009911
"Apoo",15.53299522,16.49219704,13.95317745,16.75564384,15.47668266,15.93306828,15.54831028,15.30271053,15.84803581,15.95221806,13.74099731,16.25725937,15.78015518,16.6767292,16.1000061,16.03825378
"Nsfl1c",17.84659195,18.15199852,17.77378273,17.14837646,17.781744,17.78698349,18.36033249,17.87207413,18.07853699,16.79588699,17.48581314,16.60079765,17.42832756,17.58409691,17.79930687,17.85519791
"Ddx39a;Ddx39",19.4504261,19.01127052,19.23071861,19.51171494,19.6118927,19.12267685,18.74779892,20.03362274,19.79125214,19.34579086,20.2782135,18.45342255,19.05133629,19.2161541,19.15652275,18.81349945
"Eif3i",17.40723419,17.03874779,17.21352196,18.3649559,17.65662003,18.46487236,17.29365158,17.06959724,16.87951088,17.49662018,18.41959,17.7112236,16.60018921,17.10686874,17.42988014,17.7286644
"Wdr36",16.16124916,15.1182518,15.90303421,15.95914173,16.7799511,13.5189991,15.32685089,15.82828522,15.52493954,15.72037792,15.03139973,16.80397987,15.82374001,15.48630047,15.02851009,15.48551464
"Npm3",17.92752266,15.34245682,16.50126266,15.09613895,17.60617447,14.91200066,14.06617546,15.45153332,16.65200424,15.39683914,15.47291279,15.59691811,15.89254284,15.29426193,15.33772659,13.97803974
"Cyba",16.47861099,18.67583275,17.22740936,18.72170639,16.83553314,17.99992371,16.82413864,17.84781647,17.19662094,18.67048264,18.95693779,19.11657333,17.53814316,17.07085419,16.47289658,18.8553791
"Gpnmb",21.85513687,21.91688728,21.85627747,22.16493607,21.84827423,23.15497589,22.02252388,22.09329414,21.86653709,22.97198677,22.71101761,22.58559227,21.67740822,22.3543129,21.6591835,21.90161324
"Sec23b",16.56966209,16.43872643,16.94523811,16.78736687,17.05483818,16.99357986,16.37254143,17.49443436,16.4903965,16.81240273,17.56703568,16.74386215,16.49555779,16.582304,16.93399048,16.46908569
"Hk3",19.23584557,17.7621479,20.30284882,19.67086411,19.53672218,18.61862946,20.14170837,19.2250576,19.65426254,18.55678368,20.29154015,18.8548317,18.70627403,18.57655144,19.78433418,19.34592056
"Agfg2",15.18254948,13.64989662,15.02673912,13.13107586,14.91092396,14.70366669,14.454813,15.56733227,15.90383434,15.0259037,15.57051945,13.92652798,14.4073658,15.30684471,15.61634827,15.00715828
"Hs1bp3",16.71732903,17.07598114,16.87075043,18.30001259,17.15580559,18.86616898,18.18301582,17.54615593,17.27466965,18.57584953,18.33079529,17.84708214,17.47524261,17.41162682,17.50920296,17.47745705
"Vps39;mKIAA0770",15.92263126,13.9520483,15.52781296,15.83148003,14.76060963,15.97991657,15.44365597,16.08605385,15.71614933,16.12571526,15.7239809,15.3326664,15.49791431,15.51548386,15.50751591,15.63982105
"Eci2;Eci3",13.51370811,16.87867355,15.70468712,17.28220177,15.99322605,16.92520714,15.66927242,15.59825611,15.76528645,15.5280571,16.88702965,14.10365582,15.85820007,16.34746552,15.805089,16.1681633
"Arpc1b",18.75260925,18.36140442,19.23981285,18.76156425,18.97924614,18.66916847,18.83368111,19.02407455,18.68411255,17.96019363,19.58405876,17.43680954,17.94957542,19.16319847,18.90271568,18.76535797
"Uchl1",17.5983429,19.10878563,17.50284767,19.42240524,17.19815636,18.29764175,16.60721397,18.57806396,18.97070694,18.54343987,19.25474167,16.52895737,17.18320847,19.01209068,18.0885601,18.75130272
"Zyx",17.84952736,16.86930466,18.41233063,17.43867874,17.43167686,17.69499779,15.01805496,16.78953362,17.73931885,14.50353909,18.62385368,18.20972061,17.04793358,17.26233292,17.86090469,16.97790527
"Prep",18.62142181,17.98426247,18.04740143,18.22246552,18.62706375,18.37784576,17.86066246,17.9989872,18.80678177,18.84101105,19.46177864,18.24928856,18.54151344,18.29562569,17.83953667,17.62299538
"Tsc22d4",14.42300415,15.74837589,15.69209766,13.95601559,15.46397114,15.86645794,13.29499531,14.95446873,16.23423767,16.6132431,14.55573845,14.99695873,14.57287598,15.87103844,15.93976307,15.68455696
"Itgax",15.49404335,16.12117004,16.24866867,15.41041851,14.86812973,15.52273464,14.2970314,13.8480463,15.39043808,15.66702843,15.78828526,15.3984766,14.77865696,16.01334381,13.3204813,15.37856579
"Eif4b",18.34732819,17.94655228,18.02339745,17.91128731,18.39715576,18.38237,16.46832085,17.2191124,18.66511345,18.66504478,18.27535248,18.14902306,18.22142601,18.07420349,17.39874458,17.75590515
"Etf1",17.21816635,16.7536869,16.80825996,16.40555763,17.29221344,16.29048729,16.7644825,16.74635696,16.81415749,16.29255486,16.54966354,16.99269485,16.08518219,16.56880188,16.83590317,17.22392654
"Stx12",15.88581562,16.86544418,17.13771248,15.75942039,15.82177353,14.58243561,17.39422798,15.88297749,15.94516945,16.2486496,15.16921997,15.58178902,16.38660431,15.96844196,15.78440475,15.77380848
"Rcn2",16.54286575,16.24637032,16.2340126,17.63424301,14.39719963,17.42791748,13.75759602,13.71485996,16.86084366,15.87879372,13.24918365,14.25700283,15.60351086,17.08160782,14.57083035,16.45895195
"Acly",18.30278206,17.81934357,18.52573395,18.62346077,18.27998161,17.3289547,17.82152557,18.37186241,18.51040077,17.93306732,19.53624725,17.98781967,17.84824371,17.3778038,18.50249863,18.13575935
"Pmpcb",16.43187332,16.4913826,17.10041618,16.46913338,16.85866165,15.80319786,15.90001774,17.26361847,16.75720787,16.42084885,17.63658142,16.12389946,16.49017715,16.41478348,16.29924393,16.64835739
"Coro1c",17.57651329,18.21494484,19.05848885,18.70833015,18.85759926,18.811306,17.66379356,18.29409981,18.64814758,18.7280674,18.33276176,18.19181061,18.82910347,17.90524673,18.66056061,18.25847435
"Parp1",17.79892731,16.75355721,17.33821487,17.01585007,17.94128799,17.19700623,17.13651085,16.91613579,18.02209663,17.50672531,19.0263176,17.00831985,18.12252426,17.84958839,17.66233444,16.64004707
"Nono",18.89344406,19.78853035,19.35309029,18.89492416,19.53622818,18.56785202,17.64835739,18.76568031,19.38812256,18.87444687,19.4769249,18.96755791,18.68978691,18.97921944,18.54958153,18.44402885
"Lrrc59",18.49392509,18.28378487,19.64547539,18.78634644,18.47488594,18.39949417,18.38856316,19.94277763,19.00582695,18.49584007,19.78118324,19.11672401,17.58409691,18.62181664,18.42849159,19.11877823
"Dars",18.76338005,17.04195786,18.63937569,16.54763222,19.04094315,16.54837036,19.03984451,18.30830383,18.09352112,16.61252213,14.5597353,16.79258728,17.05907059,18.17089272,18.46072006,17.59222412
"Marco",12.09869003,13.00575066,13.35905552,16.08737946,13.67421913,14.28504086,13.14639378,19.14698601,13.43084431,14.18168545,14.88541889,15.36932468,14.29440498,13.44957638,14.32369328,15.90206909
"Tmod3",17.15639877,17.63665199,17.23125839,16.88321686,17.58159828,17.69927406,16.86084366,16.51108932,16.34831238,17.54336357,17.9524231,17.13911247,16.97275543,17.5866642,17.12605858,13.58082962
"Nup62",17.40324593,17.38986588,18.07284355,18.0564785,18.59017754,17.46969032,17.49638557,18.20213318,18.7791481,17.51868439,20.30630112,17.86447716,17.5802002,17.58460999,18.05690193,17.16741753
"Srsf10",15.4229517,14.51082611,16.60692596,17.95889282,16.51139832,18.16854477,16.80132866,16.19079018,16.22552681,13.75540924,17.42078209,13.46811676,14.09837532,16.1523838,16.7643528,17.14778137
"Farsb",18.76519585,18.21404457,19.11008644,18.15704155,19.44186211,17.92625046,20.21014786,18.52033424,18.99650574,17.81033325,19.84816742,17.65102386,18.16604614,18.57640266,18.87600708,16.02464104
"Atp6v1c1",19.58752441,18.61392593,19.93358612,19.99147797,18.74040604,19.78543663,19.2591877,19.6590271,19.67856979,19.77033424,20.03173828,20.03039169,19.92734909,19.53307533,19.19130516,19.61861229
"Rad21",15.88707733,16.08858109,15.3106842,15.98701954,15.55509853,14.16423225,14.31812191,15.56961823,16.05479431,13.97070789,15.10234928,14.87340927,14.1400404,15.46700191,14.8714056,15.55686569
"Rsl1d1",18.90621567,18.08628082,17.80844879,18.02864075,19.2605896,18.0791626,17.92977905,19.54899788,18.4615593,18.40445137,18.92645264,19.04657555,18.82108879,17.96149445,17.9278698,18.7284317
"Actr3",19.98468018,20.55730629,20.52812195,20.39508629,19.90022659,20.13182259,19.90895844,20.40468025,20.38648224,20.62943077,21.33117676,20.51200294,20.2131176,20.63776779,20.1434536,20.18313599
"Cyb5b",15.29527473,15.20609856,16.19236946,16.26414871,15.7123661,15.02145672,15.50438499,19.3213768,15.78769875,13.38353157,15.95187664,16.28160477,15.85013771,15.68480301,15.83355713,16.38264084
"Eif3g",18.9794426,18.20876694,18.03917694,19.1132431,17.48722839,17.76745987,18.33127594,19.18405724,18.6531601,18.61072159,18.37318039,17.98892784,18.0941391,18.44078827,18.28251839,18.72420692
"Gmps",17.72374153,17.21788216,16.95265007,16.73753738,19.07412529,16.95196724,17.89516068,17.5641346,17.34038925,17.1043129,16.55250359,17.16368866,16.49825668,18.02707481,17.51998901,16.7602005
"Uqcrc1",19.05843544,19.17976379,19.03509903,19.9204464,19.51724243,19.42176819,19.11222649,19.91862679,19.51737785,19.65196991,20.58829308,19.72429085,20.03066254,19.70389366,19.0999279,19.419981
"Stip1",19.81277847,18.64828682,19.65303802,19.22319603,19.54111481,18.90321732,19.72808266,19.66071701,19.6498661,18.93867874,18.97631264,18.55112267,19.32289696,19.48549843,19.64591599,18.64709282
"Slc25a3",19.77476501,18.34845161,19.531744,18.86399269,19.04137039,19.05080605,18.29526711,18.98509789,18.79984474,18.9043045,18.71819878,18.17001343,18.11603928,18.93499756,18.74891281,19.15387917
"Eif3h",16.45436287,15.43970108,16.69356918,15.49185276,16.72560501,17.70644188,15.57695675,16.98337173,16.64216423,16.24546051,18.37288284,16.09093857,16.7646122,15.60455322,15.99145508,16.11174774
"Wipf1",16.25692749,16.05678558,16.135849,14.91382408,14.17148972,16.47259521,16.59796524,15.84460735,16.41935158,15.84700871,15.52380657,16.46480179,15.80624771,17.08690262,16.35962868,15.50593567
"Snx1",16.87555695,15.50618362,15.97201538,14.97862148,15.3568306,15.15010452,16.94272041,16.81277847,16.33091736,15.33388901,16.49099159,15.78102684,15.56542969,16.71706009,16.25617218,15.17109871
"Dkc1",17.2128582,14.48570347,16.22164345,15.64416599,17.90159798,15.36372375,16.21956635,17.08638573,16.75107384,14.32460213,15.6230526,14.1338644,15.1797924,16.81678391,15.85654736,15.71215057
"Psmd8",17.44305611,17.24627686,16.91566849,16.79652214,17.60624695,16.85062599,16.73846245,16.98870659,16.82476044,17.09568596,14.13410473,16.74963379,16.28444481,16.60236549,17.28437233,15.67532349
"Trrap",16.09488106,16.58769035,16.28107834,16.92184067,17.32104683,16.27848625,15.34745598,18.04585648,16.42616653,16.49233818,15.76836491,16.61855698,16.02472878,16.60453796,16.52659035,16.55182838
"Ndufs1",17.7730751,17.72294044,17.76467705,16.93375969,17.89728928,17.37882042,17.08514023,16.74950218,17.92271233,18.27184677,18.34784698,17.08139992,17.63912964,17.82668495,17.65822601,16.71411133
"Zc3h15",19.59251595,19.29086494,17.67141724,19.46463394,19.93632126,19.28211021,18.2858181,19.29434776,19.81857872,19.67329788,19.34025955,13.97163677,19.28568268,19.61091995,19.06226158,18.98256493
"Rtcb",17.3830452,16.73793411,16.58916855,16.09971809,16.70833015,17.84910011,13.66677856,15.78133392,16.58247948,16.30374527,14.55212879,16.27231979,16.341362,16.51213837,16.9090023,16.47191238
"Pycr2",15.62273788,15.90263462,17.06928253,15.46492863,15.79568481,15.43100739,17.06507874,16.69588089,16.97578049,15.89753819,16.21175575,15.47138977,15.71462154,13.86401367,13.93974113,15.64790821
"Vps35",18.83151817,18.12201881,18.07650185,18.60465431,18.94065857,18.44475555,19.07691956,18.86299515,18.84958839,18.18645287,19.59803391,17.82090187,17.82488441,19.29439163,18.67824173,18.23509789
"Atp5f1",15.0797348,16.71021461,16.7538166,16.43216705,16.62699318,16.11457634,17.28906441,16.13264084,16.01698303,14.89850712,14.67672348,16.1979847,14.60101604,16.27135277,15.43817425,15.66697311
"Ola1",17.31901932,17.4115448,17.55913734,16.12573624,17.59236908,17.96876717,17.55622101,17.37924385,17.51891518,18.41703606,18.00069237,18.63785553,18.23850822,18.00886536,17.50912476,18.41208267
"Ptges3",18.47714233,17.72154045,19.08835411,17.59572411,18.20069695,17.33341789,17.6859951,17.87189293,17.69377327,17.42816353,18.65665436,17.73799896,17.07410049,17.69057083,17.96561432,18.25308037
"Gnai3",18.1856308,18.10666466,17.54736137,18.70495796,18.36593819,19.0075531,17.13901138,17.99573326,18.46435356,18.85458755,18.26187515,19.33363533,17.76376915,17.33960724,17.45008278,18.51040077
"Pdia6",19.86880684,20.76093102,20.65368462,20.31804848,20.01372528,20.72425652,20.93696785,20.66240501,20.36388588,20.95560455,21.2623558,20.72833252,20.3020668,20.79907036,20.66092491,20.33254433
"Snx5",17.97807312,17.32421494,18.89397621,16.60544968,18.73575401,17.34897041,18.80297089,17.07232094,18.31269646,17.57511139,19.71483231,16.20670891,17.36905289,18.1375618,18.41909599,16.60049438
"Fam98a",17.06075859,18.19368935,16.19444847,17.70596886,17.45483017,17.73065567,17.03531456,16.96081734,17.71639061,17.50463295,14.95936775,18.11781502,18.27248383,15.22262478,14.23971176,18.11588669
"Gnl3",16.60992813,15.63815308,15.83511257,15.90425873,16.95628548,15.6613884,14.98268127,16.16048241,16.36271477,16.43188858,16.44404411,16.56300163,16.10513115,15.87096691,15.44349384,16.52588844
"Trap1",16.93237686,17.2833786,16.54333305,17.18650055,17.25016975,17.11217499,17.60834122,17.26444244,17.09021568,17.59565163,14.49560547,17.48077393,16.39198112,16.29584122,16.89462852,17.43208504
"Arpc5",18.06602669,19.79858017,18.90765381,18.46578979,18.09985161,18.49310493,18.17401886,18.541399,18.89477539,18.64561653,18.48380852,17.05101776,19.00725174,18.76156425,18.38464928,18.61611748
"Cwc27",15.53642941,15.42829514,15.45349598,15.78904915,15.29777527,16.0150013,14.8249588,15.76396465,15.75793648,15.93882179,16.14266586,15.3257618,15.81305504,15.43953896,16.00068283,15.12714767
"Uba3",15.74212551,13.56804848,17.35225105,16.9726429,15.96700096,13.5379467,15.5813179,14.11488152,16.2163105,16.62185097,17.20524025,13.30054188,17.53533554,15.65899277,16.91846657,16.43138313
"Ahsa1",18.26297569,17.65620232,17.98904037,18.10533524,18.41683006,17.98931694,18.78043175,18.69111633,18.75084496,18.49650192,19.11898232,17.66101265,18.03606606,18.51610756,18.37024498,18.21067047
"Hgs",15.60220623,16.2967186,15.89945126,16.21259117,14.36428833,16.42383766,14.23409176,15.63293839,16.81127357,13.74509144,17.19565964,16.14803886,15.87337208,13.33575726,15.6985693,15.74696064
"Nampt",19.21204948,20.42644501,20.12968636,19.98704147,19.45235825,19.96098518,19.84369659,19.99534798,19.83174896,19.74389458,20.80837059,19.29122543,18.65249443,20.19748497,20.05218506,20.17316437
"Nup88",15.96537876,15.73560905,15.74772072,15.30042362,16.0760231,15.31907272,13.08098698,16.41225624,15.4995966,16.06284714,16.22047234,16.13651085,15.44608212,15.87161636,14.37806225,15.76194096
"Impa1",15.50869274,15.16561317,16.27846718,15.29677296,15.26297569,15.8927803,16.15770149,15.92232895,15.21977329,15.75626945,16.50959015,14.89804363,15.82366562,15.69215202,15.93015957,15.46887875
"Psma7",19.03593254,19.09717751,19.14090919,19.16137886,19.37973022,18.98462486,19.61387253,19.56489754,19.21740913,18.39769936,20.5655117,19.05234528,19.03727341,19.28541183,19.14857674,19.44685745
"Maoa",17.06212997,16.37456322,17.15412521,18.23640633,17.16280365,15.94864082,17.82183647,19.20993423,16.40252876,15.19448757,17.65941048,17.00481224,16.44229507,15.85435677,17.28247261,17.8895874
"Ap3b1",15.93071461,17.73456383,16.40696907,17.35112953,16.38709259,17.48502731,16.48086929,16.99269485,16.79017067,17.9366951,17.28120613,17.92178345,17.21702957,16.91590309,16.54793358,17.48187828
"Immt",16.8534317,16.74267769,15.18227768,16.74228287,17.02041626,16.21674538,13.38853168,17.50346947,16.5796833,15.83086205,16.85428429,12.84597015,16.99964714,16.2617836,16.32699203,14.03994083
"Acat1",17.04356194,17.44814873,16.83195114,16.02045822,16.80851173,16.97163391,16.85013771,16.66358566,17.92102814,16.81139946,16.41569138,14.70641708,16.62142181,18.19354439,17.72746849,16.87075043
"Arrb2",17.68660927,15.91995716,16.96330261,16.42040443,17.08098412,16.24777985,17.56755447,17.51576233,16.36281776,15.95963955,17.12444496,14.15736485,16.45952797,16.18233681,17.34056282,16.54641151
"Nop14",16.265028,14.24996948,15.45638657,15.84771824,17.1582737,16.61410522,14.65664864,16.5814209,13.75822353,14.11205006,13.79639149,13.38931084,14.54366493,15.0299778,16.06394196,15.53937054
"Tomm70a",16.52666664,14.9724865,15.16243076,15.68494034,16.52402115,15.9969368,16.02455521,16.17634773,15.48937798,15.53834057,15.91713905,15.46247005,15.50429153,15.38269138,15.91732502,16.01009178
"Syap1",14.73243427,19.28552437,18.51541519,14.24914932,17.2605896,18.8973484,15.05861664,18.00612831,16.75277328,18.44701958,13.55842113,13.88959408,19.14063454,17.58372879,17.17650414,18.2782135
